key,numeric type,string type,ID,time ratio,number of line segments,mean speed,standard deviation in speed,number of acceleration points,length,ratio of width to length,type of cargo,receiver class,number of neighbors
MMSI338375599,37,Pleasure Craft/Sailing,MMSI,0.0775,0.5025,0.3464,0.4725,0.4502,0.2497,0.3636,0,B,0.0046
MMSI338375907,37,Pleasure Craft/Sailing,MMSI,0.0049,0.5025,0.5905,0.5067,0.4502,0.3318,0.3333,0,B,0.0046
MMSI338375941,37,Pleasure Craft/Sailing,MMSI,0.0081,0.505,0.5446,0.5024,0.9309,0.7311,0.25,0,B,0.0046
MMSI338376088,37,Pleasure Craft/Sailing,MMSI,0.0015,0.4975,0.4457,0.4732,0.4502,0.4502,0.3,0,B,0.0046
MMSI338376229,37,Pleasure Craft/Sailing,MMSI,0.0058,0.5,0.6748,0.4828,0.4502,0.2497,0.3636,0.0,A,0.2708
MMSI338376245,37,Pleasure Craft/Sailing,MMSI,0.0054,0.5025,0.5277,0.5004,0.4502,0.31,0.3571,0,B,0.0046
MMSI338376418,37,Pleasure Craft/Sailing,MMSI,0.1106,0.5125,0.4758,0.4723,0.4502,0.31,1.0,0,B,0.0046
MMSI338376533,37,Pleasure Craft/Sailing,MMSI,0.0667,0.51,0.6192,0.5517,0.4502,0.0998,0,0,B,0.0046
MMSI338376866,37,Pleasure Craft/Sailing,MMSI,0.0515,0.51,0.5776,0.5046,0.4502,0.2689,0.5,0,B,0.0046
MMSI338376994,37,Pleasure Craft/Sailing,MMSI,0.0081,0.5025,0.7966,0.5696,0.4502,0.2315,0.4,0,B,0.0046
MMSI338377093,36,Pleasure Craft/Sailing,MMSI,0.0129,0.505,0.4638,0.4703,0.4502,0.31,0.3571,0,B,0.0046
MMSI338377753,37,Pleasure Craft/Sailing,MMSI,0.019,0.5025,0.6052,0.5203,0.4502,0.2891,0.4615,0,B,0.0046
MMSI338377978,36,Pleasure Craft/Sailing,MMSI,0.0127,0.505,0.4559,0.4739,0.4502,0.3543,0.25,0,B,0.3754
MMSI338378022,37,Pleasure Craft/Sailing,MMSI,0.0,0.495,0.3882,0.4779,0.4502,0.3318,0.4,0,B,0.0046
MMSI338378312,53,Other,MMSI,0.0045,0.495,0.4935,0.498,0.4502,0.1824,0.4286,0,B,0.0046
MMSI338378336,37,Pleasure Craft/Sailing,MMSI,0.0,0.495,0.4576,0.4626,0.4502,0.0998,0,0,B,0.0046
MMSI338378654,53,Other,MMSI,0.0275,0.5025,0.5097,0.497,0.4502,0.1824,0.4286,0,B,0.0046
MMSI338378655,53,Other,MMSI,0.1285,0.5025,0.4608,0.5145,0.4502,0.1824,0.4286,0,B,0.0046
MMSI338378897,37,Pleasure Craft/Sailing,MMSI,0.0474,0.51,0.8201,0.5103,0.4502,0.2689,0.3333,0,B,0.2708
MMSI338378971,37,Pleasure Craft/Sailing,MMSI,0.0,0.495,0.3717,0.4712,0.4502,0.2142,0.3333,0,B,0.0046
MMSI338379665,37,Pleasure Craft/Sailing,MMSI,0.0064,0.5025,0.6848,0.5064,0.475,0.3543,0.3125,0,B,0.0046
MMSI338379841,37,Pleasure Craft/Sailing,MMSI,0.0805,0.5125,0.5688,0.5424,0.4502,0.2142,0.4444,0,B,0.0046
MMSI338379891,36,Pleasure Craft/Sailing,MMSI,0.0215,0.5025,0.383,0.4714,0.4502,0.1978,0.75,0,B,0.0046
MMSI338379982,37,Pleasure Craft/Sailing,MMSI,0.0002,0.495,0.5025,0.4633,0.4502,0.4013,0.3333,0,B,0.0046
MMSI338380024,37,Pleasure Craft/Sailing,MMSI,0.0076,0.5025,0.4648,0.4786,0.4502,0.2497,0.3636,0,B,0.0046
MMSI338380255,36,Pleasure Craft/Sailing,MMSI,0.0178,0.505,0.4512,0.4727,0.4502,0.2142,0.5556,0,B,0.0046
MMSI338380408,37,Pleasure Craft/Sailing,MMSI,0.0197,0.505,0.4499,0.4716,0.4502,0.0998,0,0,B,0.3754
MMSI338380562,37,Pleasure Craft/Sailing,MMSI,0.2481,0.515,0.4963,0.4694,0.4502,0.3318,0.2667,0,B,0.2868
MMSI338381143,37,Pleasure Craft/Sailing,MMSI,0.0128,0.505,0.4016,0.4715,0.7311,0.2689,0.3333,0,B,0.0046
MMSI338381191,37,Pleasure Craft/Sailing,MMSI,0.0016,0.4975,0.659,0.5578,0.4502,0.8176,0.2703,0,B,0.0046
MMSI338381277,37,Pleasure Craft/Sailing,MMSI,0.1158,0.5125,0.9088,0.5555,0.525,0.0998,0,0,B,0.4313
MMSI338381331,37,Pleasure Craft/Sailing,MMSI,0.0633,0.525,0.9692,0.5807,0.4502,0.2497,0.2727,0,B,0.3287
MMSI338381441,37,Pleasure Craft/Sailing,MMSI,0.0181,0.5075,0.4561,0.4721,0.5744,0.1978,0.5,0,B,0.0046
MMSI338381477,36,Pleasure Craft/Sailing,MMSI,0.0,0.495,0.3363,0.4647,0.4502,0.3318,0.5333,0,B,0.0046
MMSI338381499,36,Pleasure Craft/Sailing,MMSI,0.3669,0.5175,0.4668,0.4714,0.8808,0.2497,0.3636,0,B,0.3873
MMSI338381525,37,Pleasure Craft/Sailing,MMSI,0.0091,0.505,0.6878,0.506,0.4502,0.2891,0.3077,0,B,0.0046
MMSI338381854,37,Pleasure Craft/Sailing,MMSI,0.0626,0.5075,0.5292,0.4963,0.4502,0.2315,0.4,0,B,0.0046
MMSI338381855,37,Pleasure Craft/Sailing,MMSI,0.0224,0.5025,0.5082,0.5258,0.4502,0.2142,0.3333,0,B,0.0046
MMSI338381934,37,Pleasure Craft/Sailing,MMSI,0.0361,0.505,0.5632,0.5319,0.9427,0.2891,0.3077,0,B,0.0046
MMSI338382137,37,Pleasure Craft/Sailing,MMSI,0.2292,0.5175,0.482,0.4674,0.4502,0.31,0.3571,0,B,0.3073
MMSI338382335,37,Pleasure Craft/Sailing,MMSI,0.1158,0.5125,0.5856,0.5001,0.4502,0.2689,0.4167,0,B,0.3579
MMSI338382691,37,Pleasure Craft/Sailing,MMSI,0.0051,0.5025,0.5705,0.5327,0.9569,0.4256,0.3158,0,B,0.0046
MMSI338382872,37,Pleasure Craft/Sailing,MMSI,0.0057,0.5025,0.4224,0.4718,0.4502,0.31,0.2857,0,B,0.0046
MMSI338382901,37,Pleasure Craft/Sailing,MMSI,0.0801,0.5025,0.4371,0.4824,0.4502,0.31,0.3571,0,B,0.308
MMSI338382961,36,Pleasure Craft/Sailing,MMSI,0.0199,0.505,0.4199,0.4739,0.4502,0.2891,0.3077,0,B,0.0046
MMSI338382962,36,Pleasure Craft/Sailing,MMSI,0.0275,0.5025,0.4858,0.474,0.4502,0.0998,0,0,B,0.0046
MMSI338383039,36,Pleasure Craft/Sailing,MMSI,0.0107,0.505,0.4683,0.471,0.4502,0.5987,0.1538,0,B,0.4293
MMSI338383053,36,Pleasure Craft/Sailing,MMSI,0.0478,0.51,0.3994,0.4768,0.4502,0.3318,0.3333,0,B,0.4589
MMSI338383152,37,Pleasure Craft/Sailing,MMSI,0.0019,0.5,0.8075,0.4712,0.525,0.1978,0.25,0,B,0.0046
MMSI338383294,37,Pleasure Craft/Sailing,MMSI,0.0023,0.4975,0.4214,0.4738,0.4502,0.0998,0,0,B,0.0046
MMSI338383307,37,Pleasure Craft/Sailing,MMSI,0.0,0.495,0.3555,0.4629,0.4502,0.2315,0.4,0,B,0.0046
MMSI338383504,37,Pleasure Craft/Sailing,MMSI,0.1567,0.515,0.4833,0.4694,0.4502,0.2689,0.3333,0,B,0.2905
MMSI338383829,36,Pleasure Craft/Sailing,MMSI,0.0132,0.5,0.4312,0.474,0.4502,0.31,0.3571,0,B,0.0046
MMSI338383839,37,Pleasure Craft/Sailing,MMSI,0.0418,0.5075,0.4631,0.4873,0.4502,0.3318,0.2667,0,B,0.0046
MMSI338383892,37,Pleasure Craft/Sailing,MMSI,0.0099,0.5025,0.4965,0.4917,0.4502,0.4013,0.2778,0,B,0.0046
MMSI338383965,36,Pleasure Craft/Sailing,MMSI,0.0109,0.505,0.4314,0.47,0.4502,0.2689,0.1667,0,B,0.0046
MMSI338384092,36,Pleasure Craft/Sailing,MMSI,0.0005,0.495,0.3675,0.4682,0.4502,0.2689,0.4167,0,B,0.0046
MMSI338384211,37,Pleasure Craft/Sailing,MMSI,0.0091,0.5025,0.5172,0.4957,0.9089,0.3543,0.375,0,B,0.0046
MMSI338384214,36,Pleasure Craft/Sailing,MMSI,0.0274,0.505,0.5292,0.5729,0.5,0.2497,0.3636,0,B,0.3577
MMSI338384547,49,Other,MMSI,0.0552,0.51,0.531,0.533,0.9478,0.1978,0.5,0.0,A,0.4589
MMSI338384715,36,Pleasure Craft/Sailing,MMSI,0.1657,0.5125,0.417,0.4714,0.4502,0.2315,0.3,0,B,0.3274
MMSI338384774,37,Pleasure Craft/Sailing,MMSI,0.097,0.51,0.6236,0.5211,0.6225,0.2315,0.4,0,B,0.3754
MMSI338384925,36,Pleasure Craft/Sailing,MMSI,0.0027,0.495,0.3629,0.4692,0.4502,0.2497,0.2727,0,B,0.0046
MMSI338384995,36,Pleasure Craft/Sailing,MMSI,0.0102,0.495,0.3722,0.4755,0.4502,0.2891,0.5385,0,B,0.3577
MMSI338385395,37,Pleasure Craft/Sailing,MMSI,0.0309,0.5075,0.6025,0.5113,0.4502,0.4013,0.3333,0,B,0.0046
MMSI338385541,37,Pleasure Craft/Sailing,MMSI,0.0573,0.51,0.8369,0.4984,0.4502,0.4502,0.25,0,B,0.3881
MMSI338385638,36,Pleasure Craft/Sailing,MMSI,0.028,0.505,0.4231,0.4774,0.9926,0.31,0.2143,0,B,0.0046
MMSI338385662,37,Pleasure Craft/Sailing,MMSI,0.0181,0.5075,0.5936,0.5049,0.4502,0.2689,0.3333,0,B,0.0046
MMSI338385945,37,Pleasure Craft/Sailing,MMSI,0.0,0.495,0.8481,0.4753,0.4502,0.475,0.3333,0,B,0.0046
MMSI338386358,36,Pleasure Craft/Sailing,MMSI,0.0255,0.5075,0.4334,0.4741,0.6225,0.2689,0.3333,0,B,0.0046
MMSI338386525,30,Fishing,MMSI,0.1884,0.5125,0.4285,0.4813,0.4502,0.3775,0.2941,0,B,0.3709
MMSI338386572,37,Pleasure Craft/Sailing,MMSI,0.0105,0.505,0.6518,0.4807,0.4502,0.31,0.3571,0,B,0.0046
MMSI338386601,37,Pleasure Craft/Sailing,MMSI,0.0387,0.505,0.555,0.5311,0.4502,0.2142,0.3333,0,B,0.0046
MMSI338386882,37,Pleasure Craft/Sailing,MMSI,0.0156,0.505,0.5055,0.511,0.6457,0.2689,0.3333,0,B,0.3754
MMSI338387252,99,Other,MMSI,0.0075,0.505,0.4161,0.4674,0.9959,0.0998,0,0.0,A,0.0046
MMSI338387427,37,Pleasure Craft/Sailing,MMSI,0.0205,0.505,0.492,0.4937,0.6457,0.2689,0.4167,0,B,0.0046
MMSI338387674,36,Pleasure Craft/Sailing,MMSI,0.0161,0.5075,0.368,0.4679,0.4502,0.3775,0.3529,0,B,0.3754
MMSI338387904,37,Pleasure Craft/Sailing,MMSI,0.0,0.495,0.5342,0.4675,0.4502,0.4256,0.4211,0,B,0.3754
MMSI338387912,37,Pleasure Craft/Sailing,MMSI,0.0668,0.51,0.5486,0.5012,0.9427,0.1824,0.4286,0,B,0.4017
MMSI338387937,37,Pleasure Craft/Sailing,MMSI,0.0256,0.505,0.7557,0.561,0.4502,0.2315,0.4,0,B,0.0046
MMSI338387943,37,Pleasure Craft/Sailing,MMSI,0.0013,0.4975,0.5085,0.503,0.4502,0.1192,1.5,0,B,0.0046
MMSI338387976,36,Pleasure Craft/Sailing,MMSI,0.0057,0.5025,0.4663,0.4807,0.4502,0.3543,0.25,0,B,0.0046
MMSI338388051,37,Pleasure Craft/Sailing,MMSI,0.0027,0.5,0.4666,0.4753,0.4502,0.0998,0,0,B,0.0046
MMSI338388083,37,Pleasure Craft/Sailing,MMSI,0.0653,0.51,0.6606,0.4858,0.4502,0.2891,0.4615,0,B,0.1536
MMSI338388126,30,Fishing,MMSI,0.0566,0.5075,0.442,0.4858,0.4502,0.2689,0.3333,0,B,0.0046
MMSI338388153,37,Pleasure Craft/Sailing,MMSI,0.0002,0.495,0.4001,0.4644,0.4502,0.2497,0.2727,0,B,0.0046
MMSI338388183,37,Pleasure Craft/Sailing,MMSI,0.0025,0.4975,0.4248,0.4691,0.5,0.2315,0.4,0,B,0.0046
MMSI338388191,37,Pleasure Craft/Sailing,MMSI,0.0044,0.4975,0.4363,0.4774,0.4502,0.2891,0.3077,0,B,0.0046
MMSI338388201,37,Pleasure Craft/Sailing,MMSI,0.0038,0.5,0.4425,0.4793,0.4502,0.2497,0.3636,0,B,0.0046
MMSI338388203,36,Pleasure Craft/Sailing,MMSI,0.0277,0.5075,0.419,0.4759,0.4502,0.2142,0.4444,0,B,0.0046
MMSI338388487,37,Pleasure Craft/Sailing,MMSI,0.0474,0.51,0.4332,0.4763,0.9309,0.2689,0.25,0,B,0.3754
MMSI338388791,37,Pleasure Craft/Sailing,MMSI,0.0249,0.4975,0.343,0.467,0.4502,0.3318,0.2667,0,B,0.0046
MMSI338388845,37,Pleasure Craft/Sailing,MMSI,0.1175,0.5125,0.485,0.4748,0.4502,0.2689,0.4167,0,B,0.308
MMSI338389375,37,Pleasure Craft/Sailing,MMSI,0.0,0.495,0.6295,0.5165,0.4502,0.2497,0.2727,0,B,0.0046
MMSI338389398,36,Pleasure Craft/Sailing,MMSI,0.0285,0.505,0.4052,0.47,0.9569,0.2689,0.4167,0,B,0.0046
MMSI338389552,37,Pleasure Craft/Sailing,MMSI,0.0021,0.4975,0.8012,0.534,0.4502,0.0998,0,0,B,0.0046
MMSI338389636,36,Pleasure Craft/Sailing,MMSI,0.0299,0.505,0.3696,0.4673,0.4502,0.2142,0.3333,0,B,0.0046
MMSI338389881,36,Pleasure Craft/Sailing,MMSI,0.095,0.5125,0.4403,0.4719,0.4502,0.2891,0.3077,0,B,0.0046
MMSI338389895,36,Pleasure Craft/Sailing,MMSI,0.0105,0.505,0.4418,0.4747,0.4502,0.31,0.5,0,B,0.0046
MMSI338389953,30,Fishing,MMSI,0.049,0.51,0.4499,0.4807,0.4502,0.3318,0.5333,0.0,A,0.3162
MMSI338390042,36,Pleasure Craft/Sailing,MMSI,0.0169,0.505,0.3927,0.4758,0.4502,0.2689,0.3333,0,B,0.0046
MMSI338390186,37,Pleasure Craft/Sailing,MMSI,0.0109,0.4975,0.3894,0.4679,0.4502,0.2891,0.3846,0,B,0.0046
MMSI338390248,37,Pleasure Craft/Sailing,MMSI,0.0074,0.5025,0.3886,0.476,0.4502,0.2689,0.3333,0,B,0.0046
MMSI338390301,36,Pleasure Craft/Sailing,MMSI,0.1175,0.5125,0.473,0.4687,0.4502,0.2689,0.3333,0,B,0.3991
MMSI338390549,53,Other,MMSI,0.1412,0.5075,0.5272,0.5151,0.5,0.1824,0.4286,0,B,0.0046
MMSI338390554,53,Other,MMSI,0.2325,0.5075,0.472,0.5023,0.5,0.1824,0.4286,0,B,0.0046
MMSI338390719,52,Unknown,MMSI,0.0428,0.5025,0.3736,0.4715,0.4502,0.1978,0.625,0,B,0.0046
MMSI338390721,52,Unknown,MMSI,0.1323,0.505,0.3582,0.4711,0.4502,0.1978,0.625,0,B,0.0046
MMSI338390857,36,Pleasure Craft/Sailing,MMSI,0.0,0.495,0.3378,0.4657,0.4502,0.2315,0.4,0,B,0.0046
MMSI338390977,37,Pleasure Craft/Sailing,MMSI,0.0115,0.505,0.4273,0.4686,0.6225,0.2142,0.4444,0,B,0.0046
MMSI338390986,36,Pleasure Craft/Sailing,MMSI,0.0,0.495,0.3601,0.4644,0.4502,0.2689,0.25,0,B,0.0046
MMSI338391196,37,Pleasure Craft/Sailing,MMSI,0.0391,0.5075,0.5147,0.5165,0.6457,0.2315,0.4,0,B,0.0046
MMSI338391197,36,Pleasure Craft/Sailing,MMSI,0.0989,0.5125,0.4566,0.4699,0.4502,0.2891,0.5385,0,B,0.0046
MMSI338391221,37,Pleasure Craft/Sailing,MMSI,0.0257,0.505,0.4452,0.4894,0.4502,0.0998,0,0,B,0.0046
MMSI338391433,36,Pleasure Craft/Sailing,MMSI,0.0322,0.51,0.3977,0.4703,0.4502,0.2689,0.5833,0,B,0.0046
MMSI338391523,37,Pleasure Craft/Sailing,MMSI,0.0207,0.505,0.5392,0.4923,0.4502,0.2142,0.4444,0,B,0.5237
MMSI338391681,37,Pleasure Craft/Sailing,MMSI,0.0149,0.5025,0.5132,0.5002,0.4502,0.2497,0.4545,0,B,0.0046
MMSI338391795,37,Pleasure Craft/Sailing,MMSI,0.0944,0.5125,0.8378,0.5397,0.4502,0.3775,0.2941,0,B,0.3614
MMSI338391943,36,Pleasure Craft/Sailing,MMSI,0.0074,0.5,0.3412,0.4683,0.4502,0.31,0.2143,0,B,0.0046
MMSI338391962,36,Pleasure Craft/Sailing,MMSI,0.1448,0.5075,0.4447,0.4697,0.9996,0.2689,0.6667,0,B,0.0046
MMSI338392022,37,Pleasure Craft/Sailing,MMSI,0.0436,0.5075,0.571,0.5037,0.5,0.0998,0,0,B,0.0046
MMSI338392035,36,Pleasure Craft/Sailing,MMSI,0.0,0.495,0.3605,0.47,0.4502,0.31,0.2857,0,B,0.0046
MMSI338392038,36,Pleasure Craft/Sailing,MMSI,0.0857,0.51,0.4221,0.4735,0.4502,0.2689,0.3333,0,B,0.0046
MMSI338392047,37,Pleasure Craft/Sailing,MMSI,0.0026,0.5,0.5424,0.5097,0.4502,0.2315,0.3,0,B,0.0046
MMSI338392066,37,Pleasure Craft/Sailing,MMSI,0.0076,0.505,0.6042,0.5222,0.4502,0.2142,0.3333,0,B,0.0046
MMSI338392131,37,Pleasure Craft/Sailing,MMSI,0.0032,0.5,0.6032,0.5403,0.4502,0.0998,0,0,B,0.0046
MMSI338392149,37,Pleasure Craft/Sailing,MMSI,0.0327,0.51,0.7799,0.4986,0.4502,0.4013,0.3333,0,B,0.3605
MMSI338392279,37,Pleasure Craft/Sailing,MMSI,0.0004,0.495,0.3729,0.473,0.4502,0.4013,0.2778,0,B,0.0046
MMSI338392381,37,Pleasure Craft/Sailing,MMSI,0.0995,0.5125,0.491,0.491,0.4502,0.2891,0.4615,0,B,0.0046
MMSI338392394,36,Pleasure Craft/Sailing,MMSI,0.0255,0.5075,0.4591,0.4797,0.4502,0.31,0.2857,0,B,0.3754
MMSI338392419,37,Pleasure Craft/Sailing,MMSI,0.0053,0.5025,0.7068,0.4861,0.4502,0.3543,0.3125,0,B,0.0046
MMSI338392493,30,Fishing,MMSI,0.0168,0.505,0.4071,0.4697,0.5498,0.0998,0,0,B,0.0046
MMSI338392514,99,Other,MMSI,0.0726,0.5125,0.59,0.5541,0.4502,0.2497,0.3636,0.0,A,0.3298
MMSI338392525,36,Pleasure Craft/Sailing,MMSI,0.0807,0.51,0.4395,0.4733,0.5498,0.1978,0.25,0,B,0.0046
MMSI338392535,37,Pleasure Craft/Sailing,MMSI,0.0043,0.5025,0.5555,0.5082,0.5987,0.0998,0,0,B,0.0046
MMSI338392562,37,Pleasure Craft/Sailing,MMSI,0.0118,0.505,0.6311,0.5296,0.4502,0.2315,0.4,0,B,0.0046
MMSI338392591,37,Pleasure Craft/Sailing,MMSI,0.0586,0.505,0.6411,0.5692,0.5744,0.2315,0.4,0,B,0.0046
MMSI338392651,37,Pleasure Craft/Sailing,MMSI,0.0039,0.5025,0.4559,0.4832,0.4502,0.3543,0.3125,0,B,0.0046
MMSI338392692,37,Pleasure Craft/Sailing,MMSI,0.0599,0.5075,0.6362,0.5282,0.4502,0.2891,0.3077,0,B,0.0046
MMSI338392734,37,Pleasure Craft/Sailing,MMSI,0.0964,0.5125,0.8535,0.5032,0.8022,0.0998,0,0,B,0.3288
MMSI338392778,36,Pleasure Craft/Sailing,MMSI,0.0145,0.505,0.3792,0.4697,0.4502,0.0998,0,0,B,0.3754
MMSI338392816,37,Pleasure Craft/Sailing,MMSI,0.0185,0.5025,0.4209,0.4732,0.4502,0.2891,0.3846,0,B,0.0046
MMSI338392865,36,Pleasure Craft/Sailing,MMSI,0.3105,0.5175,0.487,0.4674,0.4502,0.69,0.3333,0,B,0.3537
MMSI338392892,37,Pleasure Craft/Sailing,MMSI,0.0,0.495,0.3647,0.4678,0.4502,0.31,0.5714,0,B,0.0046
MMSI338393012,30,Fishing,MMSI,0.0001,0.495,0.4273,0.47,0.525,0.1824,0.2857,0,B,0.0046
MMSI338393034,37,Pleasure Craft/Sailing,MMSI,0.0099,0.505,0.4618,0.477,0.4502,0.4502,0.45,0,B,0.0046
MMSI338393069,37,Pleasure Craft/Sailing,MMSI,0.0,0.495,0.3989,0.4715,0.4502,0.4502,0.3,0,B,0.0046
MMSI338393121,37,Pleasure Craft/Sailing,MMSI,0.0,0.495,0.3589,0.4626,0.4502,0.1545,0.4,0,B,0.0046
MMSI338393234,37,Pleasure Craft/Sailing,MMSI,0.0143,0.505,0.3889,0.4716,0.4502,0.2891,0.3077,0,B,0.0046
MMSI338393297,37,Pleasure Craft/Sailing,MMSI,0.0399,0.5075,0.4455,0.5128,0.4502,0.2891,0.0,0,B,0.0046
MMSI338393343,37,Pleasure Craft/Sailing,MMSI,0.0061,0.5,0.4238,0.476,0.9478,0.2497,0.5455,0,B,0.0046
MMSI338393396,36,Pleasure Craft/Sailing,MMSI,0.3186,0.515,0.4472,0.471,0.4502,0.2689,0.3333,0,B,0.3754
MMSI338393408,37,Pleasure Craft/Sailing,MMSI,0.0038,0.495,0.613,0.54,0.4502,0.2891,0.3077,0,B,0.0046
MMSI338393413,37,Pleasure Craft/Sailing,MMSI,0.2415,0.515,0.7054,0.51,0.4502,0.2891,0.3077,0,B,0.3781
MMSI338393441,37,Pleasure Craft/Sailing,MMSI,0.0303,0.505,0.3708,0.4861,0.4502,0.3543,0.3125,0,B,0.0046
MMSI338393461,37,Pleasure Craft/Sailing,MMSI,0.0223,0.5075,0.7562,0.528,0.525,0.31,0.4286,0,B,0.3902
MMSI338393468,37,Pleasure Craft/Sailing,MMSI,0.0,0.495,0.3318,0.4626,0.4502,0.475,0.2857,0,B,0.0046
MMSI338393736,37,Pleasure Craft/Sailing,MMSI,0.0073,0.4975,0.3752,0.4714,0.4502,0.4502,0.4,0,B,0.0046
MMSI338393761,36,Pleasure Craft/Sailing,MMSI,0.0451,0.5075,0.4197,0.4691,0.6682,0.2497,0.2727,0,B,0.0046
MMSI338394019,37,Pleasure Craft/Sailing,MMSI,0.1873,0.515,0.4646,0.4679,0.4502,0.2689,0.0833,0,B,0.0046
MMSI338394275,37,Pleasure Craft/Sailing,MMSI,0.0193,0.5075,0.8767,0.5289,0.4502,0.2142,0.2222,0,B,0.0046
MMSI338394282,37,Pleasure Craft/Sailing,MMSI,0.029,0.5075,0.8112,0.5297,0.69,0.4013,0.3333,0,B,0.0046
MMSI338394312,37,Pleasure Craft/Sailing,MMSI,0.1611,0.5374,0.8126,0.5926,0.7109,0.5744,0.2,0,B,0.2039
MMSI338394316,37,Pleasure Craft/Sailing,MMSI,0.0009,0.495,0.3407,0.4626,0.5987,0.31,1.0,0,B,0.0046
MMSI338394327,37,Pleasure Craft/Sailing,MMSI,0.0608,0.505,0.6151,0.5331,0.4502,0.2142,0.3333,0,B,0.0046
MMSI338394494,37,Pleasure Craft/Sailing,MMSI,0.1902,0.5125,0.4828,0.4716,0.4502,0.31,0.9286,0,B,0.0046
MMSI338394506,37,Pleasure Craft/Sailing,MMSI,0.0223,0.505,0.501,0.5226,0.4502,0.2689,0.3333,0,B,0.0046
MMSI338394593,37,Pleasure Craft/Sailing,MMSI,0.0023,0.5,0.4097,0.4712,0.7109,0.2891,0.3077,0,B,0.0046
MMSI338394606,36,Pleasure Craft/Sailing,MMSI,0.002,0.495,0.3603,0.4651,0.4502,0.31,0.3571,0,B,0.0046
MMSI338394682,37,Pleasure Craft/Sailing,MMSI,0.0087,0.5025,0.6518,0.4914,0.4502,0.3318,0.2667,0,B,0.0046
MMSI338394703,99,Other,MMSI,0.059,0.51,0.444,0.4743,0.4502,0.1978,0.625,0.0,A,0.0046
MMSI338394722,37,Pleasure Craft/Sailing,MMSI,0.1425,0.5125,0.5632,0.5274,0.4502,0.168,1.3333,0,B,0.351
MMSI338394774,37,Pleasure Craft/Sailing,MMSI,0.004,0.5025,0.4509,0.4945,0.4502,0.2891,0.3077,0,B,0.0046
MMSI338394794,37,Pleasure Craft/Sailing,MMSI,0.0137,0.5025,0.6149,0.5338,0.5987,0.0998,0,0,B,0.0046
MMSI338394819,37,Pleasure Craft/Sailing,MMSI,0.0323,0.505,0.3982,0.4915,0.4502,0.2142,0.3333,0,B,0.0046
MMSI338394853,36,Pleasure Craft/Sailing,MMSI,0.1038,0.5125,0.4778,0.4753,0.4502,0.3318,0.2667,0,B,0.4293
MMSI338394866,37,Pleasure Craft/Sailing,MMSI,0.0359,0.51,0.6297,0.5054,0.9996,0.0998,0,0,B,0.0046
MMSI338395156,36,Pleasure Craft/Sailing,MMSI,0.2252,0.515,0.4134,0.4691,0.9982,0.2497,0.1818,0,B,0.4023
MMSI338395329,31,Tug Tow,MMSI,0.112,0.51,0.5766,0.553,0.832,0.1978,0.25,0,B,0.0046
MMSI338395365,36,Pleasure Craft/Sailing,MMSI,0.138,0.5125,0.4472,0.481,0.5,0.31,0.2857,0,B,0.3451
MMSI338395415,37,Pleasure Craft/Sailing,MMSI,0.0227,0.5025,0.4715,0.5002,0.4502,0.0998,0,0,B,0.0046
MMSI338395684,37,Pleasure Craft/Sailing,MMSI,0.0437,0.5075,0.626,0.5288,0.4502,0.2142,0.4444,0,B,0.3433
MMSI338395731,37,Pleasure Craft/Sailing,MMSI,0.1067,0.5125,0.4668,0.4678,0.4502,0.2497,0.3636,0,B,0.1919
MMSI338396002,37,Pleasure Craft/Sailing,MMSI,0.0117,0.5025,0.6715,0.5694,0.4502,0.2891,0.2308,0,B,0.0046
MMSI338396243,37,Pleasure Craft/Sailing,MMSI,0.0071,0.5025,0.642,0.5338,0.4502,0.168,0.3333,0,B,0.0046
MMSI338396345,37,Pleasure Craft/Sailing,MMSI,0.133,0.515,0.4447,0.4685,0.9677,0.2315,0.4,0,B,0.2811
MMSI338396347,37,Pleasure Craft/Sailing,MMSI,0.0305,0.5075,0.4292,0.4715,0.5498,0.3318,0.2667,0,B,0.0046
MMSI338396655,36,Pleasure Craft/Sailing,MMSI,0.1779,0.515,0.4487,0.471,0.9802,0.2315,0.4,0,B,0.3631
MMSI338396669,37,Pleasure Craft/Sailing,MMSI,0.0323,0.5075,0.4616,0.4697,0.9802,0.2315,0.4,0,B,0.0046
MMSI338396711,37,Pleasure Craft/Sailing,MMSI,0.006,0.505,0.5718,0.5046,0.6457,0.2497,0.5455,0,B,0.3754
MMSI338396726,37,Pleasure Craft/Sailing,MMSI,0.0168,0.505,0.6818,0.5153,0.4502,0.3543,0.25,0,B,0.0046
MMSI338396764,37,Pleasure Craft/Sailing,MMSI,0.0332,0.51,0.657,0.4898,0.5,0.3775,0.2353,0,B,0.3754
MMSI338396782,30,Fishing,MMSI,0.0052,0.4975,0.5245,0.4664,0.4502,0.3318,0.4667,0,B,0.0046
MMSI338397135,37,Pleasure Craft/Sailing,MMSI,0.0184,0.505,0.4529,0.4754,0.4502,0.2891,0.3077,0,B,0.0046
MMSI338397162,0,Unknown,MMSI,0.0021,0.495,0.7311,0.4885,0.4502,0.0998,0,0,B,0.0046
MMSI338397169,37,Pleasure Craft/Sailing,MMSI,0.0183,0.505,0.8371,0.5526,1.0,0.0998,0,0,B,0.0046
MMSI338397179,37,Pleasure Craft/Sailing,MMSI,0.0313,0.51,0.4631,0.4707,0.7685,0.3543,0.375,0,B,0.0046
