CALLCFK9221_MMSI316015655,37,12,3,2.6,B
CALLCFK9233_MMSI316026173,37,,,,B
CALLCFK9234_MMSI316015688,37,,,,B
CALLCFK9385_MMSI316010312,37,,,,B
CALLCFK9396_MMSI316044614,37,11,4,,B
CALLCFK9404_MMSI316010495,37,,,,B
CALLCFK9598_MMSI316019802,37,23,6,3.1,B
CALLCFK9632_MMSI316017707,51,8,,,B
CALLCFK9650_MMSI316017801,,,,,B
CALLCFK9707_MMSI316018088,37,,,,B
CALLCFK9718_MMSI316018224,37,9,,,B
CALLCFK9784_MMSI316020002,37,,,,B
CALLCFL2883_MMSI316005925,37,14,4,1.6,B
CALLCFL3841_MMSI316022287,60,27,7,4.1,B
CALLCFL4707_MMSI316024373,37,,,,B
CALLCFL9399_MMSI316002310,30,14,5,2.6,B
CALLCFL9726_MMSI316016342,37,14,4,2.8,B
CALLCFL9942_MMSI316001572,36,13,4,,B
CALLCFN1957_MMSI316041762,36,14,4,,B
CALLCFN4102_MMSI316005896,37,7,,,B
CALLCFN4105_MMSI316005877,51,,,,B
CALLCFN4250_MMSI316006922,90,13,4,2.2,A
CALLCFN4306_MMSI316007306,51,7,2,,B
CALLCFN4588_MMSI316009316,31,18,5,2.0,A
CALLCFN4783_MMSI316005782,30,12,4,1.8,B
CALLCFN4826_MMSI316007188,37,15,6,,B
CALLCFN4839_MMSI316011335,36,19,5,,B
CALLCFN4950_MMSI316011981,37,12,4,2.3,A
CALLCFN5013_MMSI316006651,,18,5,2.4,B
CALLCFN5014_MMSI316001877,31,,,,A
CALLCFN5146_MMSI316031388,37,9,4,,B
CALLCFN5265_MMSI316013688,31,13,6,3.8,A
CALLCFN5508_MMSI316004575,31,18,6,2.5,A
CALLCFN5520_MMSI316005954,37,,,,B
CALLCFN5523_MMSI316019268,51,,,,B
CALLCFN5589_MMSI316018801,36,12,3,1.9,B
CALLCFN5704_MMSI316020094,37,24,6,2.8,B
CALLCFN5716_MMSI316020006,37,37,7,,B
CALLCFN5898_MMSI316003167,52,15,6,,B
CALLCFN5945_MMSI316021184,37,12,3,2.2,B
CALLCFN5970_MMSI316007823,51,,,,B
CALLCFN5978_MMSI316021584,37,,,,B
CALLCFN5988_MMSI316013866,36,17,4,,B
CALLCFN6030_MMSI316021617,37,17,5,2.4,B
CALLCFN6058_MMSI316021997,36,11,3,3.2,B
CALLCFN6195_MMSI316022832,37,19,5,2.5,B
CALLCFN6252_MMSI316023437,,,,,A
CALLCFN6285_MMSI316020646,37,12,4,2.3,B
CALLCFN6306_MMSI316021354,37,12,7,2.9,B
CALLCFN6325_MMSI316005584,31,18,5,2.6,A
CALLCFN6329_MMSI316023545,37,17,5,2.4,B
CALLCFN6343_MMSI316021453,37,13,7,2.5,B
CALLCFN6398_MMSI316011299,36,13,3,2.1,B
CALLCFN6439_MMSI316024235,31,14,6,0.3,A
CALLCFN6454_MMSI316024326,36,17,6,,B
CALLCFN6676_MMSI316025623,37,14,4,2.3,A
CALLCFN6705_MMSI316023959,31,,,,A
CALLCFN6726_MMSI316028581,36,,,,B
CALLCFN6764_MMSI316028783,37,10,3,,B
CALLCFN6770_MMSI316024291,,,,,B
CALLCFN6793_MMSI316028955,51,7,2,,B
CALLCFN7012_MMSI316029041,37,,,,B
CALLCFN7026_MMSI316029702,,,,,B
CALLCFN7084_MMSI316029422,,15,8,2.2,B
CALLCFN7087_MMSI316017089,37,,,,B
CALLCFN7234_MMSI316030322,37,,,,B
CALLCFN7245_MMSI316030416,90,19,6,2.8,A
CALLCFN7262_MMSI316030482,,,,,B
CALLCFN7266_MMSI316030507,37,,,,B
CALLCFN7323_MMSI316017885,60,36,7,,B
CALLCFN7334_MMSI316030924,51,,,,B
CALLCFN7389_MMSI316031205,37,15,5,,B
CALLCG 53_MMSI368785000,0,0,0,0.0,A
CALLCG2388_MMSI316001892,90,,,,A
CALLCG2436_MMSI316005175,0,18,5,2.3,A
CALLCG2463_MMSI316001270,90,19,5,2.6,B
CALLCG26128_MMSI369493342,51,7,3,0.8,A
CALLCG26317_MMSI338926317,0,0,0,0.0,A
CALLCG29167_MMSI369990167,0,8,4,1.0,A
CALLCG29205_MMSI369990205,51,8,3,1.0,A
CALLCG29206_MMSI369990206,51,8,3,1.0,A
CALLCG29293_MMSI369990293,51,8,3,0.0,A
CALLCG29375_MMSI369990375,51,8,3,1.0,A
CALLCG34292_MMSI338057521,37,11,3,,B
CALLCG8047_MMSI316005382,90,13,4,2.2,A
CALLCG8049_MMSI316005379,90,13,4,2.2,A
CALLCG8077_MMSI316002184,90,13,4,2.2,A
CALLCG8078_MMSI316003285,90,13,4,2.2,A
