45,162,101,CALLBO12345_MMSI107010184
27,259,213,CALLBO12345_MMSI107010185
6,579,334,CALLBO12345_MMSI107040003
35,3564,18358,CALLBOAT 14_MMSI338303461
703,807,5311,CALLBODACI_MMSI338427787
1420,426,2892,CALLBONA FI_MMSI338379012
282,1850,16788,CALLBOSTON_MMSI338304599
210,1276,15767,CALLBR-04_MMSI345026012
1268,475,4499,CALLBRAVO_MMSI338401543
318,1426,16920,CALLBRIO_MMSI338001001
1003,602,575,CALLB_MMSI316016040
35,262,227,CALLC NOTE_MMSI338237138
2355,257,154,CALLC and SII_MMSI338391513
40,5120,22136,CALLC0N18_MMSI310000901
15,11758,28785,CALLC17471B_MMSI316018463
6780,89,1317,CALLC6BK2_MMSI311000286
74,356,464,CALLC6CV5_MMSI983110124
69,416,621,CALLC6CV5_MMSI983110126
1585,234,3123,CALLC6DF6_MMSI311000660
8,172,98,CALLC6DM6_MMSI311001092
140,68,9,CALLC6DV3_MMSI311000792
23,342,978,CALLC6EF4_MMSI983110243
1214,497,3125,CALLC6EM6_MMSI311000938
818,638,5560,CALLC6FA9_MMSI311001057
3,1430,949,CALLCANDY G_MMSI338191741
2,367,126,CALLCAPE 32_MMSI338346264
382,1502,19173,CALLCAPITAL_MMSI367638970
11,624,536,CALLCARASOL_MMSI316036025
1194,361,7398,CALLCARETTA_MMSI338420852
1118,219,95,CALLCARL_MMSI338366851
187,129,222,CALLCARYYOU_MMSI338390687
11,1064,1884,CALLCCPDSAR_MMSI338205535
1679,360,258,CALLCFA2065_MMSI316031782
1030,264,178,CALLCFA2080_MMSI316031939
41,1384,8000,CALLCFA2080_MMSI316042041
40,242,119,CALLCFA2246_MMSI316011357
808,351,6767,CALLCFA2294_MMSI316033384
2226,272,2301,CALLCFA2311_MMSI316006919
175,3051,8910,CALLCFA2341_MMSI316033712
1269,471,3787,CALLCFA2416_MMSI316016415
4463,125,1526,CALLCFA2417_MMSI316028733
34,2780,14645,CALLCFA2541_MMSI316035807
147,4110,9478,CALLCFA2542_MMSI316035819
284,2087,4257,CALLCFA2547_MMSI316035876
2185,277,193,CALLCFA2548_MMSI316035906
88,2971,24584,CALLCFA2572_MMSI316035956
314,830,796,CALLCFA2579_MMSI316033905
2186,277,177,CALLCFA2601_MMSI316036294
47,83,72,CALLCFA2615_MMSI316012046
84,7078,28637,CALLCFA2619_MMSI316001655
754,801,742,CALLCFA2645_MMSI316035914
105,182,187,CALLCFA2646_MMSI316033327
1097,551,603,CALLCFA2736_MMSI316037705
2,788,99,CALLCFA2755_MMSI316023944
615,170,2497,CALLCFA2868_MMSI316038854
36,314,502,CALLCFA2888_MMSI316039002
424,1253,20426,CALLCFA2903_MMSI316036765
60,266,163,CALLCFA2907_MMSI316039101
259,1354,10295,CALLCFA2915_MMSI316039107
293,88,55,CALLCFA2918_MMSI316036768
15,224,162,CALLCFA2920_MMSI316039149
1223,495,627,CALLCFA2934_MMSI316039275
640,425,398,CALLCFA2940_MMSI316039184
987,612,760,CALLCFA2949_MMSI316039229
263,2288,5577,CALLCFA2974_MMSI316039567
2393,253,156,CALLCFA3082_MMSI316040898
382,193,54,CALLCFA3125_MMSI316041527
153,1181,12577,CALLCFA3147_MMSI316041809
127,111,63,CALLCFA3148_MMSI316041803
113,911,7537,CALLCFA3183_MMSI316041942
737,702,5186,CALLCFA3186_MMSI316042097
36,289,295,CALLCFA3224_MMSI316042651
2396,252,270,CALLCFA3227_MMSI316026305
85,195,224,CALLCFA3234_MMSI316008244
27,92,25,CALLCFA3235_MMSI316043102
2480,243,129,CALLCFA3256_MMSI316042208
2131,284,2356,CALLCFA3257_MMSI316041699
2074,291,182,CALLCFA3266_MMSI316008190
76,3398,27496,CALLCFA3315_MMSI316044504
174,3459,10654,CALLCFA3319_MMSI316044638
329,1592,23629,CALLCFA3324_MMSI316029959
8319,73,32,CALLCFA3337_MMSI316004932
1,207,0,CALLCFA3364_MMSI316045226
2237,270,2296,CALLCFA3428_MMSI316046398
148,164,200,CALLCFA3431_MMSI316046596
1864,324,246,CALLCFA3437_MMSI316046639
34,9212,14303,CALLCFA3470_MMSI316046926
692,801,7690,CALLCFA3493_MMSI316035447
587,461,4047,CALLCFA3501_MMSI316047525
2733,221,2098,CALLCFA3518_MMSI316047662
1187,488,4583,CALLCFC2022_MMSI316034012
6869,88,136,CALLCFC6783_MMSI316015632
242,255,124,CALLCFC9244_MMSI316005583
1614,374,344,CALLCFC9357_MMSI316028561
196,125,113,CALLCFDP_MMSI316033887
776,581,10247,CALLCFDT_MMSI316033953
928,77,161,CALLCFE9808_MMSI316001556
2090,77,29,CALLCFFC_MMSI316034963
8120,74,22,CALLCFG7267_MMSI316023452
1,2341,0,CALLCFG7337_MMSI316329000
2404,252,137,CALLCFG7406_MMSI316034449
2134,283,167,CALLCFG7407_MMSI316013073
1986,304,195,CALLCFG7589_MMSI316011765
751,798,3474,CALLCFG7697_MMSI316003544
2002,302,1899,CALLCFG7703_MMSI316004106
93,3762,27335,CALLCFG7741_MMSI316005204
2,52500,36498,CALLCFG7744_MMSI316005337
3531,171,2229,CALLCFH8576_MMSI316006356
8,457,302,CALLCFH8961_MMSI316005524
4,4590,6393,CALLCFJ8304_MMSI316150000
53,128,105,CALLCFK3971_MMSI316033913
1988,304,188,CALLCFK5001_MMSI316023761
57,589,2555,CALLCFK5005_MMSI316022299
2,720,0,CALLCFK5010_MMSI316026014
2183,277,2328,CALLCFK5029_MMSI316026079
706,382,499,CALLCFK5044_MMSI316021369
10,228,120,CALLCFK5047_MMSI316014177
1714,353,2626,CALLCFK5060_MMSI316026269
2283,265,3318,CALLCFK5082_MMSI316026363
35,631,2132,CALLCFK5153_MMSI316005866
1511,399,362,CALLCFK5228_MMSI316027057
282,2141,4063,CALLCFK5241_MMSI316027199
2579,234,113,CALLCFK5300_MMSI316034254
6052,100,258,CALLCFK5368_MMSI316027733
4138,146,559,CALLCFK5370_MMSI316027734
65,2224,2672,CALLCFK5372_MMSI316027782
7,20363,49246,CALLCFK5402_MMSI316027951
170,2613,32401,CALLCFK5453_MMSI316007504
1362,443,371,CALLCFK5460_MMSI316028373
20,22050,60907,CALLCFK5480_MMSI316028464
390,1543,1971,CALLCFK7891_MMSI316026648
47,195,53,CALLCFK9064_MMSI316014858
3,400,354,CALLCFK9221_MMSI316015655
2068,292,173,CALLCFK9233_MMSI316026173
2104,287,193,CALLCFK9234_MMSI316015688
1018,593,678,CALLCFK9385_MMSI316010312
2666,227,107,CALLCFK9396_MMSI316044614
79,146,95,CALLCFK9404_MMSI316010495
2023,299,185,CALLCFK9598_MMSI316019802
145,3914,24019,CALLCFK9632_MMSI316017707
91,118,64,CALLCFK9650_MMSI316017801
142,1284,13855,CALLCFK9707_MMSI316018088
465,1277,3194,CALLCFK9718_MMSI316018224
1765,292,592,CALLCFK9784_MMSI316020002
1951,310,211,CALLCFL2883_MMSI316005925
1511,400,304,CALLCFL3841_MMSI316022287
79,673,616,CALLCFL4707_MMSI316024373
819,738,813,CALLCFL9399_MMSI316002310
549,1101,1311,CALLCFL9726_MMSI316016342
1394,434,2226,CALLCFL9942_MMSI316001572
583,211,282,CALLCFN1957_MMSI316041762
19,1940,4163,CALLCFN4102_MMSI316005896
170,1574,13846,CALLCFN4105_MMSI316005877
834,360,4295,CALLCFN4250_MMSI316006922
12,15448,43563,CALLCFN4306_MMSI316007306
337,493,454,CALLCFN4783_MMSI316005782
1311,461,398,CALLCFN4826_MMSI316007188
172,3116,25733,CALLCFN4839_MMSI316011335
8461,71,20,CALLCFN4950_MMSI316011981
121,4506,10371,CALLCFN5013_MMSI316006651
274,103,181,CALLCFN5014_MMSI316001877
2444,247,136,CALLCFN5146_MMSI316031388
8320,73,21,CALLCFN5265_MMSI316013688
1,171,0,CALLCFN5508_MMSI316004575
5,1404,947,CALLCFN5520_MMSI316005954
168,3222,20402,CALLCFN5523_MMSI316019268
25,14568,38541,CALLCFN5589_MMSI316018801
29,18103,43130,CALLCFN5704_MMSI316020094
2805,216,2050,CALLCFN5716_MMSI316020006
1620,265,222,CALLCFN5898_MMSI316003167
702,156,55,CALLCFN5945_MMSI316021184
3,371,135,CALLCFN5970_MMSI316007823
1930,313,222,CALLCFN5978_MMSI316021584
565,1069,1792,CALLCFN5988_MMSI316013866
29,14574,44261,CALLCFN6030_MMSI316021617
8,44551,112185,CALLCFN6058_MMSI316021997
59,275,126,CALLCFN6195_MMSI316022832
51,71,9,CALLCFN6252_MMSI316023437
795,657,3104,CALLCFN6285_MMSI316020646
36,133,51,CALLCFN6306_MMSI316021354
2,2214,1810,CALLCFN6325_MMSI316005584
640,666,9253,CALLCFN6329_MMSI316023545
3012,201,65,CALLCFN6343_MMSI316021453
1977,306,193,CALLCFN6398_MMSI316011299
6364,95,670,CALLCFN6439_MMSI316024235
481,571,7677,CALLCFN6454_MMSI316024326
6539,92,1740,CALLCFN6705_MMSI316023959
1681,359,264,CALLCFN6726_MMSI316028581
1146,527,616,CALLCFN6764_MMSI316028783
104,4248,20015,CALLCFN6793_MMSI316028955
1076,255,146,CALLCFN7012_MMSI316029041
67,1600,6984,CALLCFN7026_MMSI316029702
553,205,1824,CALLCFN7084_MMSI316029422
2151,281,168,CALLCFN7087_MMSI316017089
2283,265,156,CALLCFN7234_MMSI316030322
359,68,16,CALLCFN7245_MMSI316030416
172,92,32,CALLCFN7262_MMSI316030482
1899,318,220,CALLCFN7266_MMSI316030507
109,4152,27267,CALLCFN7323_MMSI316017885
1,7551,0,CALLCFN7334_MMSI316030924
1881,321,229,CALLCFN7389_MMSI316031205
396,78,55,CALLCG 53_MMSI368785000
41,8544,50747,CALLCG2388_MMSI316001892
4594,74,24,CALLCG2436_MMSI316005175
7,55229,61109,CALLCG2463_MMSI316001270
313,1405,19806,CALLCG26128_MMSI369493342
426,1196,13117,CALLCG26317_MMSI338926317
372,1400,11643,CALLCG29167_MMSI369990167
310,1680,12733,CALLCG29205_MMSI369990205
37,14011,37898,CALLCG29206_MMSI369990206
564,925,9221,CALLCG29293_MMSI369990293
225,2382,21431,CALLCG29375_MMSI369990375
2354,257,3268,CALLCG34292_MMSI338057521
83,65,4,CALLCG8047_MMSI316005382
181,76,154,CALLCG8077_MMSI316002184
45,64,10,CALLCG8079_MMSI316006894
10,17798,52874,CALLCGA2001_MMSI316037566
2875,210,5357,CALLCGAA_MMSI316010415
1067,562,13990,CALLCGAB_MMSI316009418
188,67,7,CALLCGAM_MMSI316009747
1123,345,7845,CALLCGBV_MMSI316200000
652,178,2749,CALLCGCY_MMSI316013411
545,1101,1458,CALLCGER665_MMSI316026048
860,414,8949,CALLCGJC_MMSI316294000
1911,217,2739,CALLCGJF_MMSI316001978
370,1440,26314,CALLCGJI_MMSI316267000
1901,318,244,CALLCGJM_MMSI316012406
8541,71,20,CALLCGQD_MMSI316021279
1756,260,6151,CALLCGSI_MMSI316001379
696,646,12866,CALLCGST_MMSI316001381
1687,358,272,CALLCGWG_MMSI316036663
23,15644,69547,CALLCH 16_MMSI316044528
608,88,26,CALLCH 16_MMSI338362611
20,96,44,CALLCH 16_MMSI338403425
12,33057,86174,CALLCH16_MMSI316044359
270,1650,12287,CALLCHA2005_MMSI316036807
659,430,6170,CALLCHA2056_MMSI316011771
226,512,3815,CALLCHAM_MMSI338365272
1256,481,499,CALLCHASE 1_MMSI316046759
4,124993,135948,CALLCIRCLE_MMSI338429278
4284,141,386,CALLCKD621_MMSI316999999
57,5576,31132,CALLCL3290_MMSI323030739
51,1793,10137,CALLCL3292_MMSI323030247
66,1443,6645,CALLCL3684_MMSI323030413
52,97,53,CALLCOCHI_MMSI431100199
87,343,1533,CALLCOMPASS_MMSI338430353
1372,165,212,CALLCONFIGC_MMSI316042555
202,2360,13811,CALLCPM1225_MMSI338238711
1993,301,2455,CALLCREW BT_MMSI338328406
2251,268,2285,CALLCT 2032_MMSI338252786
277,1395,6704,CALLCY2423_MMSI316027369
757,799,692,CALLCY2506_MMSI316010543
2197,72,17,CALLCY6828_MMSI316005494
4414,97,210,CALLCY7049_MMSI316003453
1025,590,579,CALLCY8048_MMSI316005774
7363,82,50,CALLCY8295_MMSI316005496
394,1055,3560,CALLCY9219_MMSI316005621
8281,73,21,CALLCY9299_MMSI316002974
6684,90,45,CALLCZ2496_MMSI316002054
5995,74,22,CALLCZ3052_MMSI316005607
1221,87,32,CALLCZ3230_MMSI316007566
8087,75,22,CALLCZ3319_MMSI316005444
8151,74,22,CALLCZ3954_MMSI316013198
27,276,170,CALLCZ6826_MMSI316005965
1191,506,423,CALLCZ7445_MMSI316008968
19,29115,37112,CALLCZ8315_MMSI316001022
7663,79,48,CALLCZ9636_MMSI316001222
2324,260,149,CALLCZ9660_MMSI316028083
1532,185,1325,CALLDAHLIA_MMSI338395913
775,233,112,CALLDAWN_MMSI338163002
5,344,269,CALLDAYTRIP_MMSI338332506
662,563,610,CALLDB7587_MMSI211599100
1928,288,3620,CALLDCKH2_MMSI211705870
2444,247,2199,CALLDEBG_MMSI211723180
135,552,4993,CALLDELTA_MMSI338386647
3157,191,51,CALLDESTINY_MMSI338098058
1423,154,2191,CALLDF4417_MMSI211298890
358,1640,12993,CALLDG5917_MMSI211223160
95,925,5878,CALLDG8344_MMSI211663940
1,180,0,CALLDH4990_MMSI211773200
2475,244,2195,CALLDH9755_MMSI211778580
1048,563,3637,CALLDIPITY2_MMSI368107920
1333,406,3364,CALLDJ5136_MMSI211266490
1238,220,3082,CALLDJHR2_MMSI211381760
345,299,791,CALLDK3926_MMSI211650480
4,180,1,CALLDLFZ_MMSI211334250
2352,257,2246,CALLDOUGOUT_MMSI338362688
69,96,32,CALLDOVRE B_MMSI316029352
45,708,606,CALLDPBH_MMSI211245050
69,201,65,CALLDRAGONF_MMSI338302657
388,936,9398,CALLDUCHESS_MMSI368053270
1491,228,106,CALLDUDE_MMSI338335057
2,144,53,CALLDUKSOUP_MMSI338323995
87,110,46,CALLE5U2592_MMSI518645000
21,12942,56979,CALLE5U2692_MMSI518100858
464,552,9998,CALLE5U3008_MMSI518100063
6,375,270,CALLE5U3309_MMSI518100393
1415,252,2886,CALLE5U3327_MMSI518100411
239,134,108,CALLE5U3477_MMSI518100624
